admin2,admin3,admin4,partner,province,municipality,barangay,date,Selected,First Installment,Second Installment
PH060600000,PH060602000,PH060602020,IFRC,Antique,Barbaza,Ipil,6/20/18,31,0,0
PH060600000,PH060602000,PH060602020,IFRC,Antique,Barbaza,Ipil,6/27/18,0,31,0
PH060600000,PH060602000,PH060602020,IFRC,Antique,Barbaza,Ipil,7/2/18,76,0,0
PH060600000,PH060602000,PH060602020,IFRC,Antique,Barbaza,Ipil,8/14/18,0,0,31
PH060600000,PH060602000,PH060602020,IFRC,Antique,Barbaza,Ipil,8/27/18,0,75,0
PH060600000,PH060602000,PH060602020,IFRC,Antique,Barbaza,Ipil,10/11/18,0,0,72
PH060600000,PH060602000,PH060602021,IFRC,Antique,Barbaza,Jinalinan,6/12/18,110,0,0
PH060600000,PH060602000,PH060602021,IFRC,Antique,Barbaza,Jinalinan,6/27/18,0,109,0
PH060600000,PH060602000,PH060602021,IFRC,Antique,Barbaza,Jinalinan,7/10/18,43,0,0
PH060600000,PH060602000,PH060602021,IFRC,Antique,Barbaza,Jinalinan,8/14/18,0,0,106
PH060600000,PH060602000,PH060602021,IFRC,Antique,Barbaza,Jinalinan,8/27/18,0,43,0
PH060600000,PH060602000,PH060602021,IFRC,Antique,Barbaza,Jinalinan,10/11/18,0,0,42
PH060600000,PH060602000,PH060602024,IFRC,Antique,Barbaza,Lisub,7/3/18,56,0,0
PH060600000,PH060602000,PH060602024,IFRC,Antique,Barbaza,Lisub,8/27/18,0,56,0
PH060600000,PH060602000,PH060602024,IFRC,Antique,Barbaza,Lisub,10/11/18,0,0,56
PH060600000,PH060602000,PH060602030,IFRC,Antique,Barbaza,Mayos,7/4/18,10,0,0
PH060600000,PH060602000,PH060602030,IFRC,Antique,Barbaza,Mayos,8/27/18,0,10,0
PH060600000,PH060602000,PH060602030,IFRC,Antique,Barbaza,Mayos,10/11/18,0,0,9
PH060600000,PH060602000,PH060602033,IFRC,Antique,Barbaza,Palma,6/18/18,117,0,0
PH060600000,PH060602000,PH060602033,IFRC,Antique,Barbaza,Palma,7/3/18,19,0,0
PH060600000,PH060602000,PH060602033,IFRC,Antique,Barbaza,Palma,8/14/18,0,0,110
PH060600000,PH060602000,PH060602033,IFRC,Antique,Barbaza,Palma,9/27/18,0,126,0
PH060600000,PH060602000,PH060602033,IFRC,Antique,Barbaza,Palma,10/4/18,0,0,0
PH060600000,PH060602000,PH060602033,IFRC,Antique,Barbaza,Palma,10/11/18,0,10,22
PH060600000,PH060602000,PH060602034,IFRC,Antique,Barbaza,Poblacion,6/20/18,63,0,0
PH060600000,PH060602000,PH060602034,IFRC,Antique,Barbaza,Poblacion,7/6/18,66,0,0
PH060600000,PH060602000,PH060602034,IFRC,Antique,Barbaza,Poblacion,8/14/18,0,0,63
PH060600000,PH060602000,PH060602034,IFRC,Antique,Barbaza,Poblacion,9/27/18,0,128,0
PH060600000,PH060602000,PH060602034,IFRC,Antique,Barbaza,Poblacion,10/11/18,0,1,65
PH060600000,PH060602000,PH060602040,IFRC,Antique,Barbaza,Yapo,6/16/18,21,0,0
PH060600000,PH060602000,PH060602040,IFRC,Antique,Barbaza,Yapo,7/2/18,13,0,0
PH060600000,PH060602000,PH060602040,IFRC,Antique,Barbaza,Yapo,8/14/18,0,0,20
PH060600000,PH060602000,PH060602040,IFRC,Antique,Barbaza,Yapo,9/27/18,0,34,0
PH060600000,PH060602000,PH060602040,IFRC,Antique,Barbaza,Yapo,10/11/18,0,0,14
PH060600000,PH060609000,PH060609043,IFRC,Antique,Laua-An,Bagongbayan,7/20/18,42,0,0
PH060600000,PH060609000,PH060609043,IFRC,Antique,Laua-An,Bagongbayan,10/11/18,0,42,0
PH060600000,PH060609000,PH060609043,IFRC,Antique,Laua-An,Bagongbayan,10/25/18,0,0,42
PH060600000,PH060609000,PH060609002,IFRC,Antique,Laua-An,Banban,7/29/18,23,0,0
PH060600000,PH060609000,PH060609002,IFRC,Antique,Laua-An,Banban,10/11/18,0,22,0
PH060600000,PH060609000,PH060609002,IFRC,Antique,Laua-An,Banban,10/25/18,0,0,22
PH060600000,PH060609000,PH060609002,IFRC,Antique,Laua-An,Banban,11/15/18,0,0,1
PH060600000,PH060609000,PH060609004,IFRC,Antique,Laua-An,Cabariwan,7/19/18,40,0,0
PH060600000,PH060609000,PH060609004,IFRC,Antique,Laua-An,Cabariwan,10/11/18,0,40,0
PH060600000,PH060609000,PH060609004,IFRC,Antique,Laua-An,Cabariwan,10/25/18,0,0,40
PH060600000,PH060609000,PH060609005,IFRC,Antique,Laua-An,Cadajug,7/19/18,136,0,0
PH060600000,PH060609000,PH060609005,IFRC,Antique,Laua-An,Cadajug,10/11/18,0,135,0
PH060600000,PH060609000,PH060609005,IFRC,Antique,Laua-An,Cadajug,10/25/18,0,1,135
PH060600000,PH060609000,PH060609005,IFRC,Antique,Laua-An,Cadajug,11/15/18,0,0,1
PH060600000,PH060609000,PH060609008,IFRC,Antique,Laua-An,Casit-an,7/20/18,111,0,0
PH060600000,PH060609000,PH060609008,IFRC,Antique,Laua-An,Casit-an,10/11/18,0,106,0
PH060600000,PH060609000,PH060609008,IFRC,Antique,Laua-An,Casit-an,10/25/18,0,5,106
PH060600000,PH060609000,PH060609008,IFRC,Antique,Laua-An,Casit-an,11/15/18,0,0,5
PH060600000,PH060609000,PH060609009,IFRC,Antique,Laua-An,Guinbanga-an,7/27/18,40,0,0
PH060600000,PH060609000,PH060609009,IFRC,Antique,Laua-An,Guinbanga-an,10/11/18,0,40,0
PH060600000,PH060609000,PH060609009,IFRC,Antique,Laua-An,Guinbanga-an,10/25/18,0,0,40
PH060600000,PH060609000,PH060609011,IFRC,Antique,Laua-An,Guisijan,7/18/18,34,0,0
PH060600000,PH060609000,PH060609011,IFRC,Antique,Laua-An,Guisijan,8/1/18,9,0,0
PH060600000,PH060609000,PH060609011,IFRC,Antique,Laua-An,Guisijan,10/11/18,0,43,0
PH060600000,PH060609000,PH060609011,IFRC,Antique,Laua-An,Guisijan,10/25/18,0,0,43
PH060600000,PH060609000,PH060609012,IFRC,Antique,Laua-An,Igtadiao,7/20/18,29,0,0
PH060600000,PH060609000,PH060609012,IFRC,Antique,Laua-An,Igtadiao,10/11/18,0,29,0
PH060600000,PH060609000,PH060609012,IFRC,Antique,Laua-An,Igtadiao,10/25/18,0,0,29
PH060600000,PH060609000,PH060609013,IFRC,Antique,Laua-An,Intao,7/30/18,48,0,0
PH060600000,PH060609000,PH060609013,IFRC,Antique,Laua-An,Intao,10/11/18,0,48,0
PH060600000,PH060609000,PH060609013,IFRC,Antique,Laua-An,Intao,10/25/18,0,0,48
PH060600000,PH060609000,PH060609014,IFRC,Antique,Laua-An,Jaguikican,7/31/18,103,0,0
PH060600000,PH060609000,PH060609014,IFRC,Antique,Laua-An,Jaguikican,10/11/18,0,103,0
PH060600000,PH060609000,PH060609014,IFRC,Antique,Laua-An,Jaguikican,10/25/18,0,0,103
PH060600000,PH060609000,PH060609021,IFRC,Antique,Laua-An,Lindero,7/19/18,113,0,0
PH060600000,PH060609000,PH060609021,IFRC,Antique,Laua-An,Lindero,10/11/18,0,113,0
PH060600000,PH060609000,PH060609021,IFRC,Antique,Laua-An,Lindero,10/25/18,0,0,113
PH060600000,PH060609000,PH060609022,IFRC,Antique,Laua-An,Liya-liya,7/20/18,37,0,0
PH060600000,PH060609000,PH060609022,IFRC,Antique,Laua-An,Liya-liya,10/11/18,0,37,0
PH060600000,PH060609000,PH060609022,IFRC,Antique,Laua-An,Liya-liya,10/25/18,0,0,37
PH060600000,PH060609000,PH060609026,IFRC,Antique,Laua-An,Maria,7/27/18,49,0,0
PH060600000,PH060609000,PH060609026,IFRC,Antique,Laua-An,Maria,10/11/18,0,49,0
PH060600000,PH060609000,PH060609026,IFRC,Antique,Laua-An,Maria,10/25/18,0,0,49
PH060600000,PH060609000,PH060609027,IFRC,Antique,Laua-An,Mauno,7/24/18,29,0,0
PH060600000,PH060609000,PH060609027,IFRC,Antique,Laua-An,Mauno,10/11/18,0,29,0
PH060600000,PH060609000,PH060609027,IFRC,Antique,Laua-An,Mauno,10/25/18,0,0,29
PH060600000,PH060611000,PH060611003,IFRC,Antique,Pandan,Bagumbayan,10/25/18,113,0,0
PH060600000,PH060611000,PH060611003,IFRC,Antique,Pandan,Bagumbayan,11/15/18,0,112,0
PH060600000,PH060611000,PH060611004,IFRC,Antique,Pandan,BayBay,10/18/18,62,0,0
PH060600000,PH060611000,PH060611004,IFRC,Antique,Pandan,BayBay,10/25/18,32,0,0
PH060600000,PH060611000,PH060611004,IFRC,Antique,Pandan,BayBay,11/15/18,0,94,0
PH060600000,PH060611000,PH060611005,IFRC,Antique,Pandan,Botbot,10/18/18,113,0,0
PH060600000,PH060611000,PH060611005,IFRC,Antique,Pandan,Botbot,10/25/18,10,0,0
PH060600000,PH060611000,PH060611005,IFRC,Antique,Pandan,Botbot,11/15/18,0,121,0
PH060600000,PH060611000,PH060611008,IFRC,Antique,Pandan,Cabugao,10/25/18,47,0,0
PH060600000,PH060611000,PH060611008,IFRC,Antique,Pandan,Cabugao,11/15/18,0,47,0
PH060600000,PH060611000,PH060611010,IFRC,Antique,Pandan,Carmen,10/25/18,23,0,0
PH060600000,PH060611000,PH060611010,IFRC,Antique,Pandan,Carmen,11/15/18,0,23,0
PH060600000,PH060611000,PH060611012,IFRC,Antique,Pandan,Dionela,10/25/18,75,0,0
PH060600000,PH060611000,PH060611012,IFRC,Antique,Pandan,Dionela,11/15/18,0,69,0
PH060600000,PH060611000,PH060611013,IFRC,Antique,Pandan,Dumrog,10/18/18,68,0,0
PH060600000,PH060611000,PH060611013,IFRC,Antique,Pandan,Dumrog,10/25/18,-1,0,0
PH060600000,PH060611000,PH060611013,IFRC,Antique,Pandan,Dumrog,11/15/18,0,67,0
PH060600000,PH060611000,PH060611015,IFRC,Antique,Pandan,Fragante,10/25/18,152,0,0
PH060600000,PH060611000,PH060611015,IFRC,Antique,Pandan,Fragante,11/15/18,0,152,0
PH060600000,PH060611000,PH060611017,IFRC,Antique,Pandan,Idiacacan,10/25/18,141,0,0
PH060600000,PH060611000,PH060611017,IFRC,Antique,Pandan,Idiacacan,11/15/18,2,142,0
PH060600000,PH060611000,PH060611018,IFRC,Antique,Pandan,Jinalinan,10/25/18,46,0,0
PH060600000,PH060611000,PH060611018,IFRC,Antique,Pandan,Jinalinan,11/15/18,0,46,0
PH060600000,PH060611000,PH060611019,IFRC,Antique,Pandan,Luhod-Bayang,10/25/18,60,0,0
PH060600000,PH060611000,PH060611019,IFRC,Antique,Pandan,Luhod-Bayang,11/15/18,0,59,0
PH060600000,PH060611000,PH060611023,IFRC,Antique,Pandan,Nauring,10/25/18,138,0,0
PH060600000,PH060611000,PH060611023,IFRC,Antique,Pandan,Nauring,11/15/18,0,137,0
PH060600000,PH060611000,PH060611027,IFRC,Antique,Pandan,San Andres,10/18/18,61,0,0
PH060600000,PH060611000,PH060611027,IFRC,Antique,Pandan,San Andres,11/15/18,0,61,0
PH060600000,PH060611000,PH060611031,IFRC,Antique,Pandan,Santa Fe,10/18/18,153,0,0
PH060600000,PH060611000,PH060611031,IFRC,Antique,Pandan,Santa Fe,11/15/18,-2,151,0
PH060600000,PH060611000,PH060611033,IFRC,Antique,Pandan,Talisay,10/25/18,128,0,0
PH060600000,PH060611000,PH060611033,IFRC,Antique,Pandan,Talisay,11/15/18,0,128,0
PH060600000,PH060611000,PH060611034,IFRC,Antique,Pandan,Tingib,10/25/18,56,0,0
PH060600000,PH060611000,PH060611034,IFRC,Antique,Pandan,Tingib,11/15/18,0,56,0
PH060600000,PH060615000,PH060615001,IFRC,Antique,Sebaste,Abiera,6/13/18,86,0,0
PH060600000,PH060615000,PH060615001,IFRC,Antique,Sebaste,Abiera,6/27/18,0,85,0
PH060600000,PH060615000,PH060615001,IFRC,Antique,Sebaste,Abiera,7/6/18,56,0,0
PH060600000,PH060615000,PH060615001,IFRC,Antique,Sebaste,Abiera,8/14/18,0,0,85
PH060600000,PH060615000,PH060615001,IFRC,Antique,Sebaste,Abiera,8/27/18,0,57,0
PH060600000,PH060615000,PH060615001,IFRC,Antique,Sebaste,Abiera,10/11/18,0,0,57
PH060600000,PH060615000,PH060615002,IFRC,Antique,Sebaste,Aguila,6/15/18,80,0,0
PH060600000,PH060615000,PH060615002,IFRC,Antique,Sebaste,Aguila,6/27/18,0,79,0
PH060600000,PH060615000,PH060615002,IFRC,Antique,Sebaste,Aguila,7/6/18,10,0,0
PH060600000,PH060615000,PH060615002,IFRC,Antique,Sebaste,Aguila,8/14/18,0,0,79
PH060600000,PH060615000,PH060615002,IFRC,Antique,Sebaste,Aguila,8/27/18,0,11,0
PH060600000,PH060615000,PH060615002,IFRC,Antique,Sebaste,Aguila,10/11/18,0,0,11
PH060600000,PH060615000,PH060615003,IFRC,Antique,Sebaste,Alegre,7/4/18,53,0,0
PH060600000,PH060615000,PH060615003,IFRC,Antique,Sebaste,Alegre,8/27/18,0,53,0
PH060600000,PH060615000,PH060615003,IFRC,Antique,Sebaste,Alegre,10/11/18,0,0,52
PH060600000,PH060615000,PH060615004,IFRC,Antique,Sebaste,Aras-Asan,6/11/18,130,0,0
PH060600000,PH060615000,PH060615004,IFRC,Antique,Sebaste,Aras-Asan,6/27/18,0,123,0
PH060600000,PH060615000,PH060615004,IFRC,Antique,Sebaste,Aras-Asan,7/7/18,18,0,0
PH060600000,PH060615000,PH060615004,IFRC,Antique,Sebaste,Aras-Asan,8/14/18,0,0,123
PH060600000,PH060615000,PH060615004,IFRC,Antique,Sebaste,Aras-Asan,8/27/18,0,25,0
PH060600000,PH060615000,PH060615004,IFRC,Antique,Sebaste,Aras-Asan,10/11/18,0,0,25
PH060600000,PH060615000,PH060615006,IFRC,Antique,Sebaste,Callan,7/7/18,163,0,0
PH060600000,PH060615000,PH060615006,IFRC,Antique,Sebaste,Callan,8/27/18,0,163,0
PH060600000,PH060615000,PH060615006,IFRC,Antique,Sebaste,Callan,10/11/18,0,0,163
PH060600000,PH060615000,PH060615010,IFRC,Antique,Sebaste,Idio,6/1/18,100,0,0
PH060600000,PH060615000,PH060615010,IFRC,Antique,Sebaste,Idio,6/27/18,0,99,0
PH060600000,PH060615000,PH060615010,IFRC,Antique,Sebaste,Idio,7/7/18,130,0,0
PH060600000,PH060615000,PH060615010,IFRC,Antique,Sebaste,Idio,8/14/18,0,0,99
PH060600000,PH060615000,PH060615010,IFRC,Antique,Sebaste,Idio,8/27/18,0,131,0
PH060600000,PH060615000,PH060615010,IFRC,Antique,Sebaste,Idio,10/11/18,0,0,131
PH060600000,PH060615000,PH060615007,IFRC,Antique,Sebaste,Nauhon,6/11/18,41,0,0
PH060600000,PH060615000,PH060615007,IFRC,Antique,Sebaste,Nauhon,6/27/18,0,41,0
PH060600000,PH060615000,PH060615007,IFRC,Antique,Sebaste,Nauhon,7/7/18,26,0,0
PH060600000,PH060615000,PH060615007,IFRC,Antique,Sebaste,Nauhon,8/14/18,0,0,37
PH060600000,PH060615000,PH060615007,IFRC,Antique,Sebaste,Nauhon,8/27/18,0,26,0
PH060600000,PH060615000,PH060615007,IFRC,Antique,Sebaste,Nauhon,10/11/18,0,0,26
PH060600000,PH060615000,PH060615008,IFRC,Antique,Sebaste,P. Javier,7/4/18,16,0,0
PH060600000,PH060615000,PH060615008,IFRC,Antique,Sebaste,P. Javier,8/27/18,0,16,0
PH060600000,PH060615000,PH060615008,IFRC,Antique,Sebaste,P. Javier,10/11/18,0,0,16
PH060600000,PH060617000,PH060617001,German Red Cross,Antique,Tibiao,Alegre,10/4/18,42,0,0
PH060600000,PH060617000,PH060617001,German Red Cross,Antique,Tibiao,Alegre,10/11/18,-1,0,0
PH060600000,PH060617000,PH060617001,German Red Cross,Antique,Tibiao,Alegre,10/18/18,0,41,0
PH060600000,PH060617000,PH060617001,German Red Cross,Antique,Tibiao,Alegre,11/8/18,1,1,0
PH060600000,PH060617000,PH060617004,German Red Cross,Antique,Tibiao,Castillo,9/27/18,24,0,0
PH060600000,PH060617000,PH060617004,German Red Cross,Antique,Tibiao,Castillo,10/18/18,0,24,0
PH060600000,PH060617000,PH060617005,German Red Cross,Antique,Tibiao,Esparagoza,10/4/18,0,0,0
PH060600000,PH060617000,PH060617006,German Red Cross,Antique,Tibiao,Importante,10/4/18,129,0,0
PH060600000,PH060617000,PH060617006,German Red Cross,Antique,Tibiao,Importante,10/18/18,0,129,0
PH060600000,PH060617000,PH060617007,German Red Cross,Antique,Tibiao,La Paz,10/4/18,148,0,0
PH060600000,PH060617000,PH060617007,German Red Cross,Antique,Tibiao,La Paz,10/18/18,0,147,0
PH060600000,PH060617000,PH060617007,German Red Cross,Antique,Tibiao,La Paz,11/8/18,0,1,0
PH060600000,PH060617000,PH060617009,German Red Cross,Antique,Tibiao,Martinez,10/4/18,339,0,0
PH060600000,PH060617000,PH060617009,German Red Cross,Antique,Tibiao,Martinez,10/25/18,0,338,0
PH060600000,PH060617000,PH060617009,German Red Cross,Antique,Tibiao,Martinez,11/8/18,1,1,0
PH060600000,PH060617000,PH060617009,German Red Cross,Antique,Tibiao,Martinez,11/15/18,0,1,0
PH060600000,PH060617000,PH060617010,German Red Cross,Antique,Tibiao,Natividad,8/29/18,122,0,0
PH060600000,PH060617000,PH060617010,German Red Cross,Antique,Tibiao,Natividad,10/25/18,0,120,0
PH060600000,PH060617000,PH060617010,German Red Cross,Antique,Tibiao,Natividad,11/8/18,-1,-1,0
PH060600000,PH060617000,PH060617014,German Red Cross,Antique,Tibiao,San Francisco Norte,10/4/18,243,0,0
PH060600000,PH060617000,PH060617014,German Red Cross,Antique,Tibiao,San Francisco Norte,10/11/18,-17,0,0
PH060600000,PH060617000,PH060617014,German Red Cross,Antique,Tibiao,San Francisco Norte,10/18/18,0,225,0
PH060600000,PH060617000,PH060617014,German Red Cross,Antique,Tibiao,San Francisco Norte,10/25/18,0,1,0
PH060600000,PH060617000,PH060617014,German Red Cross,Antique,Tibiao,San Francisco Norte,11/8/18,-1,-1,0
PH060600000,PH060617000,PH060617016,German Red Cross,Antique,Tibiao,San Isidro,10/4/18,117,0,0
PH060600000,PH060617000,PH060617016,German Red Cross,Antique,Tibiao,San Isidro,10/11/18,1,0,0
PH060600000,PH060617000,PH060617016,German Red Cross,Antique,Tibiao,San Isidro,10/18/18,0,117,0
PH060600000,PH060617000,PH060617017,German Red Cross,Antique,Tibiao,Santa Ana,10/4/18,0,0,0
PH060600000,PH060617000,PH060617017,German Red Cross,Antique,Tibiao,Santa Ana,10/11/18,73,0,0
PH060600000,PH060617000,PH060617017,German Red Cross,Antique,Tibiao,Santa Ana,10/25/18,0,73,0
PH060600000,PH060617000,PH060617020,German Red Cross,Antique,Tibiao,Tigbaboy,10/4/18,68,0,0
PH060600000,PH060617000,PH060617020,German Red Cross,Antique,Tibiao,Tigbaboy,10/18/18,0,68,0
PH061900000,PH061902000,PH061902002,IFRC,Capiz,Dao,Agtambi,11/15/18,59,59,0
PH061900000,PH061902000,PH061902002,IFRC,Capiz,Dao,Agtambi,11/22/18,0,0,59
PH061900000,PH061902000,PH061902003,IFRC,Capiz,Dao,Agtanguay,7/23/18,89,0,0
PH061900000,PH061902000,PH061902003,IFRC,Capiz,Dao,Agtanguay,10/4/18,0,89,0
PH061900000,PH061902000,PH061902003,IFRC,Capiz,Dao,Agtanguay,10/25/18,0,0,89
PH061900000,PH061902000,PH061902005,IFRC,Capiz,Dao,Bita,10/18/18,26,0,0
PH061900000,PH061902000,PH061902005,IFRC,Capiz,Dao,Bita,11/15/18,0,26,0
PH061900000,PH061902000,PH061902005,IFRC,Capiz,Dao,Bita,11/22/18,0,0,26
PH061900000,PH061902000,PH061902007,IFRC,Capiz,Dao,Daplas,10/18/18,89,0,0
PH061900000,PH061902000,PH061902007,IFRC,Capiz,Dao,Daplas,11/15/18,0,89,0
PH061900000,PH061902000,PH061902007,IFRC,Capiz,Dao,Daplas,11/22/18,0,0,89
PH061900000,PH061902000,PH061902012,IFRC,Capiz,Dao,Lacaron,7/23/18,157,0,0
PH061900000,PH061902000,PH061902012,IFRC,Capiz,Dao,Lacaron,10/4/18,0,157,0
PH061900000,PH061902000,PH061902012,IFRC,Capiz,Dao,Lacaron,10/25/18,0,0,157
PH061900000,PH061902000,PH061902014,IFRC,Capiz,Dao,Manhoy,11/15/18,121,116,0
PH061900000,PH061902000,PH061902014,IFRC,Capiz,Dao,Manhoy,11/22/18,0,0,116
PH061900000,PH061902000,PH061902015,IFRC,Capiz,Dao,Mapulang Bato,10/18/18,85,0,0
PH061900000,PH061902000,PH061902015,IFRC,Capiz,Dao,Mapulang Bato,11/15/18,0,84,0
PH061900000,PH061902000,PH061902015,IFRC,Capiz,Dao,Mapulang Bato,11/22/18,0,0,84
PH061900000,PH061902000,PH061902016,IFRC,Capiz,Dao,Matagnop,11/15/18,197,190,0
PH061900000,PH061902000,PH061902016,IFRC,Capiz,Dao,Matagnop,11/22/18,4,4,194
PH061900000,PH061902000,PH061902017,IFRC,Capiz,Dao,Nasunogan,7/23/18,184,0,0
PH061900000,PH061902000,PH061902017,IFRC,Capiz,Dao,Nasunogan,10/4/18,0,184,0
PH061900000,PH061902000,PH061902017,IFRC,Capiz,Dao,Nasunogan,10/11/18,1,1,0
PH061900000,PH061902000,PH061902017,IFRC,Capiz,Dao,Nasunogan,10/25/18,0,0,185
PH061900000,PH061902000,PH061902019,IFRC,Capiz,Dao,Poblacion Ilaya,11/15/18,91,88,0
PH061900000,PH061902000,PH061902019,IFRC,Capiz,Dao,Poblacion Ilaya,11/22/18,0,0,88
PH061900000,PH061902000,PH061902020,IFRC,Capiz,Dao,Quinabcaban,7/23/18,100,0,0
PH061900000,PH061902000,PH061902020,IFRC,Capiz,Dao,Quinabcaban,10/4/18,0,100,0
PH061900000,PH061902000,PH061902020,IFRC,Capiz,Dao,Quinabcaban,10/25/18,0,0,100
PH061900000,PH061903000,PH061903009,German Red Cross,Capiz,Dumalag,San Martin,11/1/18,29,0,0
PH061900000,PH061903000,PH061903009,German Red Cross,Capiz,Dumalag,San Martin,11/22/18,0,29,0
PH061900000,PH061903000,PH061903011,German Red Cross,Capiz,Dumalag,San Rafael,11/1/18,170,0,0
PH061900000,PH061903000,PH061903011,German Red Cross,Capiz,Dumalag,San Rafael,11/22/18,0,169,0
PH061900000,PH061903000,PH061903018,German Red Cross,Capiz,Dumalag,Santo Angel,11/22/18,419,419,0
PH061900000,PH061904000,PH061904003,German Red Cross,Capiz,Dumarao,Aglanot,8/30/18,134,0,0
PH061900000,PH061904000,PH061904003,German Red Cross,Capiz,Dumarao,Aglanot,10/18/18,0,134,0
PH061900000,PH061904000,PH061904003,German Red Cross,Capiz,Dumarao,Aglanot,11/1/18,127,0,0
PH061900000,PH061904000,PH061904003,German Red Cross,Capiz,Dumarao,Aglanot,11/8/18,0,0,134
PH061900000,PH061904000,PH061904003,German Red Cross,Capiz,Dumarao,Aglanot,11/22/18,3,130,0
PH061900000,PH061904000,PH061904006,German Red Cross,Capiz,Dumarao,Agsirab,9/10/18,34,0,0
PH061900000,PH061904000,PH061904006,German Red Cross,Capiz,Dumarao,Agsirab,10/18/18,0,34,0
PH061900000,PH061904000,PH061904006,German Red Cross,Capiz,Dumarao,Agsirab,11/1/18,78,0,0
PH061900000,PH061904000,PH061904006,German Red Cross,Capiz,Dumarao,Agsirab,11/8/18,0,0,34
PH061900000,PH061904000,PH061904006,German Red Cross,Capiz,Dumarao,Agsirab,11/22/18,0,78,0
PH061900000,PH061904000,PH061904021,German Red Cross,Capiz,Dumarao,Lawaan,8/29/18,117,0,0
PH061900000,PH061904000,PH061904021,German Red Cross,Capiz,Dumarao,Lawaan,10/18/18,0,117,0
PH061900000,PH061904000,PH061904021,German Red Cross,Capiz,Dumarao,Lawaan,11/8/18,0,0,117
PH061900000,PH061904000,PH061904021,German Red Cross,Capiz,Dumarao,Lawaan,11/22/18,146,146,0
PH061900000,PH061904000,PH061904030,German Red Cross,Capiz,Dumarao,Sagrada Familia,8/27/18,136,0,0
PH061900000,PH061904000,PH061904030,German Red Cross,Capiz,Dumarao,Sagrada Familia,10/18/18,0,136,0
PH061900000,PH061904000,PH061904030,German Red Cross,Capiz,Dumarao,Sagrada Familia,11/1/18,97,0,0
PH061900000,PH061904000,PH061904030,German Red Cross,Capiz,Dumarao,Sagrada Familia,11/8/18,0,0,136
PH061900000,PH061904000,PH061904030,German Red Cross,Capiz,Dumarao,Sagrada Familia,11/22/18,2,99,0
PH061900000,PH061904000,PH061904036,German Red Cross,Capiz,Dumarao,Tina,9/2/18,133,0,0
PH061900000,PH061904000,PH061904036,German Red Cross,Capiz,Dumarao,Tina,10/18/18,0,133,0
PH061900000,PH061904000,PH061904036,German Red Cross,Capiz,Dumarao,Tina,11/1/18,51,0,0
PH061900000,PH061904000,PH061904036,German Red Cross,Capiz,Dumarao,Tina,11/8/18,0,0,133
PH061900000,PH061904000,PH061904036,German Red Cross,Capiz,Dumarao,Tina,11/22/18,-1,50,0
PH061900000,PH061905000,PH061905005,Hong Kong Red Cross,Capiz,Ivisan,Cabugao,10/18/18,9,0,0
PH061900000,PH061905000,PH061905005,IFRC,Capiz,Ivisan,Cabugao,10/18/18,52,0,0
PH061900000,PH061905000,PH061905005,IFRC,Capiz,Ivisan,Cabugao,11/15/18,0,52,0
PH061900000,PH061905000,PH061905010,Hong Kong Red Cross,Capiz,Ivisan,Matnog,10/18/18,10,0,0
PH061900000,PH061905000,PH061905010,IFRC,Capiz,Ivisan,Matnog,10/18/18,74,0,0
PH061900000,PH061905000,PH061905010,IFRC,Capiz,Ivisan,Matnog,11/15/18,0,71,0
PH061900000,PH061905000,PH061905011,Hong Kong Red Cross,Capiz,Ivisan,Mianay,10/18/18,25,0,0
PH061900000,PH061905000,PH061905011,IFRC,Capiz,Ivisan,Mianay,10/18/18,107,0,0
PH061900000,PH061905000,PH061905011,IFRC,Capiz,Ivisan,Mianay,11/15/18,0,107,0
PH061900000,PH061905000,PH061905012,Hong Kong Red Cross,Capiz,Ivisan,Ondoy,11/1/18,12,0,0
PH061900000,PH061905000,PH061905012,IFRC,Capiz,Ivisan,Ondoy,11/1/18,64,0,0
PH061900000,PH061905000,PH061905012,IFRC,Capiz,Ivisan,Ondoy,11/15/18,0,63,0
PH061900000,PH061905000,PH061905015,Hong Kong Red Cross,Capiz,Ivisan,Santa Cruz,10/18/18,14,0,0
PH061900000,PH061905000,PH061905015,IFRC,Capiz,Ivisan,Santa Cruz,10/18/18,48,0,0
PH061900000,PH061905000,PH061905015,IFRC,Capiz,Ivisan,Santa Cruz,11/15/18,0,48,0
PH061900000,PH061909000,PH061909001,IFRC,Capiz,Panay,Agbalo,6/15/18,66,0,0
PH061900000,PH061909000,PH061909001,IFRC,Capiz,Panay,Agbalo,8/23/18,0,66,0
PH061900000,PH061909000,PH061909001,IFRC,Capiz,Panay,Agbalo,10/11/18,0,0,65
PH061900000,PH061909000,PH061909004,IFRC,Capiz,Panay,Anhawon,6/15/18,37,0,0
PH061900000,PH061909000,PH061909004,IFRC,Capiz,Panay,Anhawon,8/23/18,0,37,0
PH061900000,PH061909000,PH061909004,IFRC,Capiz,Panay,Anhawon,10/11/18,0,0,37
PH061900000,PH061909000,PH061909006,IFRC,Capiz,Panay,Bago Chiquito,6/3/18,65,0,0
PH061900000,PH061909000,PH061909006,IFRC,Capiz,Panay,Bago Chiquito,7/2/18,0,65,0
PH061900000,PH061909000,PH061909006,IFRC,Capiz,Panay,Bago Chiquito,8/1/18,0,0,65
PH061900000,PH061909000,PH061909007,IFRC,Capiz,Panay,Bago Grande,6/3/18,54,0,0
PH061900000,PH061909000,PH061909007,IFRC,Capiz,Panay,Bago Grande,7/2/18,0,52,0
